educacion_madre,educacion_padre,interes_educacion_superior,tiempo_estudio,suspensos,nota1,nota2,campus_coruna,razon_rep,nota3
1.3003758731626331,0.6280639184941972,0.3473534176138424,1.2707813990853425,-0.3574619033653898,0.881372342060574,0.7505518554504998,0.7080747580684532,-0.5436067275445352,0.5749407585678827
-0.4900914094834043,-0.2873058350558564,0.3473534176138424,1.2707813990853425,-0.3574619033653898,0.881372342060574,0.7505518554504998,-1.412280255163855,-0.5436067275445352,0.8838304994455298
0.4051422318396144,-0.2873058350558564,0.3473534176138424,-1.1305572447035117,4.75268913257114,-1.2877536015735316,-1.250919759084168,0.7080747580684532,-0.5436067275445352,-1.5872874275756448
1.3003758731626331,1.5434336720442507,0.3473534176138424,0.0701120771909153,1.34592177528012,0.881372342060574,0.0833946506056108,0.7080747580684532,1.839565166010707,0.2660510176902356
1.3003758731626331,-0.2873058350558564,0.3473534176138424,0.0701120771909153,-0.3574619033653898,-0.2031906297564792,-0.5837625542392789,0.7080747580684532,-0.5436067275445352,-0.6606182049427044
-0.4900914094834043,-1.20267558860591,0.3473534176138424,0.0701120771909153,-0.3574619033653898,0.1583303608492057,0.0833946506056108,0.7080747580684532,-0.5436067275445352,0.8838304994455298
0.4051422318396144,-0.2873058350558564,0.3473534176138424,-1.1305572447035117,3.04930545392563,0.881372342060574,1.084130457872944,0.7080747580684532,-0.5436067275445352,0.8838304994455298
-0.4900914094834043,-1.20267558860591,0.3473534176138424,0.0701120771909153,-0.3574619033653898,-0.9262326109678476,-0.5837625542392789,0.7080747580684532,-0.5436067275445352,-0.3517284640650572
-1.385325050806423,-1.20267558860591,0.3473534176138424,-1.1305572447035117,1.34592177528012,-1.2877536015735316,-1.250919759084168,-1.412280255163855,1.839565166010707,-0.9695079458203512
-1.385325050806423,-1.20267558860591,0.3473534176138424,2.471450720979769,-0.3574619033653898,1.9659353138776263,1.7512876627178338,0.7080747580684532,1.839565166010707,1.81049972207847
-1.385325050806423,-0.2873058350558564,0.3473534176138424,-1.1305572447035117,-0.3574619033653898,0.881372342060574,0.7505518554504998,-1.412280255163855,1.839565166010707,0.8838304994455298
-0.4900914094834043,-0.2873058350558564,0.3473534176138424,0.0701120771909153,1.34592177528012,-0.5647116203621634,-0.250183951816834,0.7080747580684532,-0.5436067275445352,-0.3517284640650572
-0.4900914094834043,-1.20267558860591,-2.878912223952016,0.0701120771909153,1.34592177528012,-0.2031906297564792,-0.5837625542392789,0.7080747580684532,-0.5436067275445352,-0.3517284640650572
-1.385325050806423,-1.20267558860591,0.3473534176138424,0.0701120771909153,-0.3574619033653898,0.5198513514548899,0.0833946506056108,0.7080747580684532,-0.5436067275445352,-0.0428387231874108
-2.280558692129442,-0.2873058350558564,0.3473534176138424,-1.1305572447035117,-0.3574619033653898,0.1583303608492057,-0.250183951816834,-1.412280255163855,-0.5436067275445352,-0.0428387231874108
1.3003758731626331,1.5434336720442507,0.3473534176138424,0.0701120771909153,-0.3574619033653898,-0.2031906297564792,-0.250183951816834,0.7080747580684532,-0.5436067275445352,-0.0428387231874108
1.3003758731626331,1.5434336720442507,0.3473534176138424,1.2707813990853425,-0.3574619033653898,1.242893332666258,0.7505518554504998,0.7080747580684532,-0.5436067275445352,0.8838304994455298
-0.4900914094834043,-1.20267558860591,-2.878912223952016,0.0701120771909153,-0.3574619033653898,-1.2877536015735316,-0.9173411566617234,0.7080747580684532,1.839565166010707,-0.6606182049427044
-1.385325050806423,-0.2873058350558564,-2.878912223952016,-1.1305572447035117,-0.3574619033653898,-0.9262326109678476,-0.5837625542392789,-1.412280255163855,-0.5436067275445352,-0.6606182049427044
0.4051422318396144,-1.20267558860591,0.3473534176138424,-1.1305572447035117,-0.3574619033653898,0.5198513514548899,0.416973253028055,0.7080747580684532,1.839565166010707,0.5749407585678827
-0.4900914094834043,-0.2873058350558564,0.3473534176138424,2.471450720979769,-0.3574619033653898,-0.2031906297564792,0.0833946506056108,0.7080747580684532,1.839565166010707,-0.0428387231874108
1.3003758731626331,0.6280639184941972,0.3473534176138424,0.0701120771909153,-0.3574619033653898,0.5198513514548899,0.7505518554504998,0.7080747580684532,-0.5436067275445352,0.5749407585678827
1.3003758731626331,1.5434336720442507,0.3473534176138424,1.2707813990853425,-0.3574619033653898,0.5198513514548899,0.416973253028055,0.7080747580684532,-0.5436067275445352,0.2660510176902356
-0.4900914094834043,1.5434336720442507,0.3473534176138424,1.2707813990853425,-0.3574619033653898,-0.5647116203621634,-0.250183951816834,0.7080747580684532,-0.5436067275445352,-0.6606182049427044
