Edad,BPM_Promedio,Duración_Sesión,Porcentaje_Grasa,Ingesta_Agua,Frecuencia_Entrenamiento,Nivel_Experiencia,IMC,Mujer,Hombre
-0.8878852830017928,-1.0678240082060864,2.0618421433210115,-1.4507471464154449,0.1879682578218278,1.8843180610638544,1.662925573490211,0.1725485103301193,0.9702084043266616,-0.9702084043266618
-0.3088377186779321,0.8869216906873156,-0.6476369571284677,0.6126817903869275,-1.1548769760573092,0.7794618374722445,0.2942688572443507,-0.7662505975211958,0.9702084043266616,-0.9702084043266618
-1.0533274442371818,-0.9980116618170368,-0.3498920010351183,-0.6187193493177142,0.5236795662916117,-0.3253943861193653,-1.07438785900151,-0.7590290659223394,-1.0307063879682783,1.030706387968278
0.0220466037928456,0.3284229195749157,-0.0819215405511038,1.56119347907834,-0.3155987048828487,-1.4302506097109755,-1.07438785900151,0.3964159898946636,0.9702084043266616,-0.9702084043266618
1.428304974293651,-0.9980116618170368,-1.2431268693151662,-0.0030187794653937,0.0201126035869359,-0.3253943861193653,-1.07438785900151,-1.6003374971890951,0.9702084043266616,-0.9702084043266618
-0.5570009605310152,-1.4866980865403874,-0.4094409922537876,1.3282256958909762,-0.4834543591177406,0.7794618374722445,0.2942688572443507,0.140051618135266,0.9702084043266616,-0.9702084043266618
-0.2261166380602376,-1.4168857401513364,1.644999204790322,-2.3659777232229486,1.530813491700964,1.8843180610638544,1.662925573490211,-0.2914348948963963,-1.0307063879682783,1.030706387968278
-0.7224431217664042,-0.6489499298717852,0.632666354072934,0.4629167869093356,0.5236795662916117,0.7794618374722445,0.2942688572443507,2.140415871018453,-1.0307063879682783,1.030706387968278
-1.2187696054725703,0.049173534018715,-1.2431268693151662,1.0619768008197024,-0.4834543591177406,-0.3253943861193653,-1.07438785900151,-1.8458695715502085,0.9702084043266616,-0.9702084043266618
-0.8051642023840984,-1.4866980865403874,0.8113133277289444,-1.916682712790174,1.530813491700964,0.7794618374722445,1.662925573490211,1.643935573597084,-1.0307063879682783,1.030706387968278
0.8492574099697897,-1.0678240082060864,0.632666354072934,0.745806237922564,1.1951021832311794,-0.3253943861193653,-1.07438785900151,0.511960495476364,-1.0307063879682783,1.030706387968278
-0.2261166380602376,-0.9980116618170368,0.3646958935889206,-0.7019221290274871,1.0272465289962884,-0.3253943861193653,-1.07438785900151,0.6780557222500584,-1.0307063879682783,1.030706387968278
1.5110260549113457,0.5378599587420655,-0.5880879659097974,0.6126817903869275,0.0201126035869359,-0.3253943861193653,0.2942688572443507,-0.5189131402603688,0.9702084043266616,-0.9702084043266618
0.1047676844105401,1.654857500966867,1.1388327794316286,-2.0498071603258112,1.530813491700964,1.8843180610638544,1.662925573490211,0.3585029490006685,-1.0307063879682783,1.030706387968278
0.3529309262636235,-0.6489499298717852,-1.5408718254085154,1.411428475600749,-1.1548769760573092,-1.4302506097109755,-1.07438785900151,-1.5227060325013906,0.9702084043266616,-0.9702084043266618
-0.3915587992956262,0.2586105731858648,1.9427441608836709,-1.8334799330804008,1.530813491700964,0.7794618374722445,1.662925573490211,1.5861633208062342,-1.0307063879682783,1.030706387968278
1.5110260549113457,-0.8583869690389365,-1.6599698078458551,1.1951012483553396,-0.4834543591177406,-0.3253943861193653,-1.07438785900151,0.8224863542271831,0.9702084043266616,-0.9702084043266618
1.0974206518228733,0.3284229195749157,-0.2307940185977788,0.3464328953156537,-0.3155987048828487,-0.3253943861193653,-1.07438785900151,0.3133683765078167,0.9702084043266616,-0.9702084043266618
-1.2187696054725703,1.5850451545778173,0.1264999287142405,1.0786173567616568,-0.3155987048828487,-1.4302506097109755,-1.07438785900151,-0.4683624190683749,0.9702084043266616,-0.9702084043266618
-0.9706063636194872,-0.0206388123703344,0.4242448848075894,0.2798706715478355,-1.8262995929968773,-1.4302506097109755,-1.07438785900151,-1.0533064785757325,0.9702084043266616,-0.9702084043266618
1.2628628130582622,0.7472969979092168,-0.8262839307844769,0.1633867799541527,-1.1548769760573092,-0.3253943861193653,-1.07438785900151,0.2917037817112477,0.9702084043266616,-0.9702084043266618
-0.7224431217664042,0.6076723051311165,0.3646958935889206,-0.4023921220723042,1.866524800170748,-0.3253943861193653,0.2942688572443507,-0.1542257945181274,-1.0307063879682783,1.030706387968278
